creature_entry,map_id,category,note
7267,209,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7271,209,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7291,70,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7357,129,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7358,129,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7604,209,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
7800,90,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
8127,209,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
8580,109,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
8983,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9016,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9017,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9024,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9033,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9156,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9196,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9218,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9236,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9237,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9568,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9816,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
9938,230,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10184,249,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10220,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10363,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10429,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10430,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10432,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10433,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10435,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10437,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10440,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10504,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10507,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10508,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10558,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10596,229,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10811,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10812,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10901,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
10997,329,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11488,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11489,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11490,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11492,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11496,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11517,389,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11518,389,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11519,389,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11520,389,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11622,289,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
11982,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12056,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12057,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12098,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12118,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12119,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12129,249,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12201,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12203,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12236,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12237,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12258,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12259,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
12264,409,raid,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
13280,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
13282,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
13601,349,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14321,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14323,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14325,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14326,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14327,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
14354,429,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
61961,36,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
61963,36,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62037,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62038,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62057,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62067,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62069,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62070,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62071,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
62072,816,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
63129,822,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
63130,822,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
63131,822,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
63133,822,dungeon,"DcBossEntries1121; live template, static dungeon/raid spawn, and creature loot verified"
